RANK,AZIENDA,TASSO DI CRESCITA,RICAVI 2019,RICAVI 2022,SETTORE,REGIONE,PRESENZE,SITO WEB
111,Hustle S.r.l. (Koala Babycare),68.66,2003,9609,E-commerce,Marche,,https://koalababycare.com
112,Brio Group Soc. Coop. Consortile a r.l.,68.359,6822,32556,Logistica e trasporto,Puglia,,https://www.consorziobrio.it
113,Cos.Met. S.r.l. Fratelli Rubolino,67.819,6377,30142,Arredamento,Basilicata,,https://www.cosmetinfissi.it
114,uBroker S.p.A.,67.355,27801,130309,Energia e servizi pubblici,Lombardia,,https://ubroker.it
115,Progetto Impresa S.r.l.,67.181,346,1616,Consulenza manageriale,Puglia,,https://www.progettoimpresasrl.it
116,In.tech S.p.A. SB,66.572,4347,20093,Costruzione e ingegneria,Lazio,,https://www.intechspa.it
117,Isoclean S.r.l. (L'evoluzione del pulito),66.143,2664,12218,Servizi sanitari e sociali,Abruzzo,,https://www.isoclean.it
118,CO.GE.MA. S.n.c. di Giuseppe Marchese & C.,66.097,954,4370,Costruzione e ingegneria,Lombardia,,https://www.costruzionicogema.it
119,Archingest S.r.l.,65.232,1808,8156,Costruzione e ingegneria,Piemonte,,https://archingest.it
120,B.G. S.r.l. (B.G Legno),65.188,3430,15461,Arredamento,Toscana,,https://www.bglegno.it
121,Morpheus Advisor S.r.l. (Ap Italian Luxury),64.557,2393,10665,Abbigliamento e moda,Toscana,,https://apitalianluxury.com
122,International Transport Solution S.r.l. (ITS),64.332,5657,25104,Logistica e trasporto,Campania,,https://itssrl.eu
123,Swascan S.r.l.,64.323,1327,5888,IT e software,Lombardia,,https://www.swascan.com
124,Pirene S.r.l.,64.221,1136,5032,Pubblicità e marketing,Lombardia,,https://pirene.it
125,Sciuker Frames S.p.A.,64.007,10748,47413,Arredamento,Campania,,https://www.sciuker.it
126,Fenyx Italia S.r.l. (LEDdiretto.it),63.744,1474,6470,E-commerce,Puglia,,https://www.leddiretto.it
127,Afs S.c.a.r.l.,63.555,15438,67543,Logistica e trasporto,Lazio,,https://afsscarl.it
128,GDA S.r.l.,63.103,8092,35109,Abbigliamento e moda,Puglia,,http://www.decorartex.com
129,CampuStore S.r.l.,63.065,14529,62995,Formazione,Veneto,,https://www.campustore.it
130,T-Tex S.r.l.,63.016,3815,16526,"Prodotti farmaceutici, biotecnologie e scienze della vita",Piemonte,,https://t-tex.it
131,Performa S.r.l.,62.985,759,3288,Costruzione e ingegneria,Piemonte,,http://www.performapali.it
132,Alfonsino S.p.A.,62.641,1080,4648,Cibo e bevande,Campania,,https://alfonsino.delivery
133,Parafioriti Costruzioni S.r.l.,62.422,1617,6929,Costruzione e ingegneria,Sicilia,,https://www.parafioriticostruzioni.it
134,Southenergy S.r.l.,62.335,887,3795,Energia e servizi pubblici,Puglia,,https://www.southenergy.it
135,Ideal Ceramiche di Giacomo La Russa S.r.l. (Tattahome),62.308,1836,7850,E-commerce,Sicilia,,https://www.tattahome.com
136,Scuccato S.A. S.r.l.,61.859,1893,8028,Costruzione e ingegneria,Lazio,,https://www.grupposcuccato.it
137,Energy Boost S.r.l.,61.791,1771,7500,Energia e servizi pubblici,Marche,,https://energyboost.it
138,SIPLI FLEET S.r.l.,61.434,658,2767,IT e software,Campania,,https://www.siplifleet.it
139,illimity Bank S.p.A.,61.388,77224,324614,"Fintech, servizi finanziari e assicurazioni",Lombardia,,https://www.illimity.com
140,E-Globe S.p.A. (Climamarket.it),61.036,6471,27023,E-commerce,Calabria,,https://www.climamarket.it
141,Tresun S.r.l. (Chasing the sun),61.024,1088,4544,Energia e servizi pubblici,Sicilia,,https://www.tresun.it
142,TECNO10 S.r.l.,60.481,1186,4903,"Servizi professionali, scientifici e tecnici",Trentino-Alto Adige,,n/a
143,Pegaso Security S.p.A.,60.081,4347,17834,"Servizi professionali, scientifici e tecnici",Puglia,,https://www.pegasosecurity.it
144,Edu Group S.r.l.,59.98,9954,40756,Commercio all'ingrosso,Lombardia,,https://www.edugroup.it
145,Iocoli S.r.l.,59.645,1518,6176,Produzione industriale,Basilicata,,http://www.iocoli.com
146,Steelhome S.r.l.,59.359,1023,4140,Costruzione e ingegneria,Veneto,,https://www.steelhome.it
147,Teamservice S.r.l.,59.247,1743,7037,IT e software,Abruzzo,,https://tsv.it
148,Guarda Medical S.r.l.,59.115,1150,4631,"Prodotti farmaceutici, biotecnologie e scienze della vita",Trentino-Alto Adige,,http://www.guardamedical.srl
149,Dulàc Farmaceutici 1982 S.r.l.,59.11,2122,8548,"Prodotti farmaceutici, biotecnologie e scienze della vita",Piemonte,,https://www.dulacfarmaceutici.com
150,BDP S.r.l.,58.92,3644,14624,Costruzione e ingegneria,Lombardia,,https://www.bdp-srl.it
151,Bimon S.r.l.,58.898,509,2044,"Servizi professionali, scientifici e tecnici",Lazio,,https://bimon.it
152,Monogrid S.r.l.,58.83,923,3699,IT e software,Toscana,,https://mono-grid.com
153,Déco S.p.A.,58.804,7197,28821,Arredamento,Lombardia,,https://www.decodecking.it
154,Co.Fal S.r.l.,58.607,782,3118,Costruzione e ingegneria,Piemonte,,https://cofal.it
155,Italy Car Rent S.r.l.,58.522,9106,36272,Logistica e trasporto,Trentino-Alto Adige,,https://www.italycarrent.com
156,Skills Consulting S.r.l.,58.289,1163,4614,Formazione,Campania,,https://www.skills.it
157,Punto Parquet Toscana S.r.l.s.,58.15,591,2336,Costruzione e ingegneria,Toscana,,https://www.puntoparquetoscana.it
158,Ekom S.r.l.,58.097,1320,5217,Smaltimento rifiuti & riciclo,Lombardia,,https://www.ekom.me
159,Xilia S.r.l. (Xilia Wood Experience),58.076,769,3037,Arredamento,Veneto,,https://www.xiliawood.com
160,Ciocomiti S.r.l.,57.913,527,2077,Cibo e bevande,Trentino-Alto Adige,,https://ciocomiti.com
161,Esco Gas S.r.l.,57.654,533,2088,Energia e servizi pubblici,Calabria,,http://www.escogas.it
162,Screen Pharma S.r.l.s.,57.579,583,2283,"Prodotti farmaceutici, biotecnologie e scienze della vita",Umbria,,https://www.screenitalia.it
163,M.K. Trading S.r.l.,56.543,1915,7346,Cibo e bevande,Campania,,https://www.mktrading.it
164,TMP Group S.p.A.,56.536,1521,5835,Pubblicità e marketing,Sicilia,,https://tmpgroup.it
165,Sun-Times S.r.l.,56.421,2126,8137,Pubblicità e marketing,Lombardia,,https://www.suntimes.it
166,OGA - One Generation Ahead S.r.l.,56.399,1934,7399,Commercio all'ingrosso,Lombardia,,http://www.ogasrl.com
167,Diciolla S.r.l. (Energiasolare100),56.155,2317,8822,E-commerce,Puglia,,https://www.energiasolare100.com
168,Sidea Group S.r.l.,55.909,1768,6700,IT e software,Puglia,,https://www.sideagroup.com
169,U.G.A. Nutraceuticals S.r.l.,55.374,3873,14528,"Prodotti farmaceutici, biotecnologie e scienze della vita",Lombardia,,https://www.uganutraceuticals.com
170,Everli S.p.A.,55.269,27725,103783,E-commerce,Lombardia,,https://it.everli.com
171,Selferg S.r.l.,55.218,1816,6793,Energia e servizi pubblici,Puglia,,https://www.selferg.it
172,In Situ S.r.l. (Check the present for the future),54.864,1503,5581,Costruzione e ingegneria,Friuli-Venezia Giulia,,https://proveinsitu.it
173,Chianti Restorations S.r.l.,54.421,2916,10736,Costruzione e ingegneria,Lombardia,,https://chiantirestorations.com
174,MySecretCase S.r.l.,54.256,2779,10201,E-commerce,Lombardia,,https://www.mysecretcase.com
175,Zara S.r.l.,54.016,1561,5703,Produzione industriale,Marche,,n/a
176,Diro Legno S.r.l.,53.173,1440,5175,Costruzione e ingegneria,Lazio,,https://www.dirolegno.com
177,Manuel Costruzioni Generali S.r.l.,52.33,979,3460,Costruzione e ingegneria,Abruzzo,,http://www.manuelsrl.it
178,Eligo S.p.A.,51.996,588,2063,Abbigliamento e moda,Lombardia,,https://eligo.style
179,Storeis S.r.l.,51.979,1211,4251,Pubblicità e marketing,Veneto,,https://store.is
180,Calicantus S.r.l.,51.971,4817,16908,Pubblicità e marketing,Veneto,,https://calicant.us
181,Natural Food Service S.r.l.,51.303,11513,39879,Commercio all'ingrosso,Lazio,,https://naturalfoodservice.it
182,Tecs S.r.l.,51.006,628,2162,Energia e servizi pubblici,Sicilia,,https://www.tecsweb.it
183,Air Innovation S.r.l.,50.903,2322,7978,Costruzione e ingegneria,Emilia-Romagna,,https://www.air-innovation.it
184,Ediltec S.r.l.,50.776,19069,65361,Costruzione e ingegneria,Emilia-Romagna,,https://www.ediltec.com
185,Contents S.p.A.,50.673,1017,3479,IT e software,Lombardia,,https://www.contents.com
186,Digital Angels S.r.l.,50.537,4839,16507,Pubblicità e marketing,Lazio,,https://digitalangels.com
187,Besharp S.p.A.,50.37,1361,4629,IT e software,Lombardia,,https://www.besharp.it
188,3E Studio S.r.l.,50.259,2766,9384,"Servizi professionali, scientifici e tecnici",Veneto,,https://www.3estudio.eu
189,AITHO S.r.l.,50.045,490,1657,IT e software,Sicilia,,https://www.aitho.it
190,BFP Service S.r.l.,49.985,1608,5427,Costruzione e ingegneria,Puglia,,https://bfpgroup.net
191,Nethive S.p.A.,49.895,2388,8042,IT e software,Veneto,,https://www.nethive.it
192,Secret Key S.r.l.,49.749,1040,3494,Pubblicità e marketing,Lazio,,https://www.secretkey.it
193,Mirror Production S.r.l.,49.361,1079,3595,Pubblicità e marketing,Toscana,,https://www.mirror.it
194,Seingim Global Service S.r.l.,49.308,8711,28996,Costruzione e ingegneria,Veneto,,https://www.seingim.it
195,Centro Auto Ricambi S.r.l. (Riparti),49.149,2258,7490,Automotive,Sicilia,,https://officineriparti.it
196,Zafferano S.r.l.,49.083,11172,37018,Arredamento,Veneto,,https://www.zafferanoitalia.com
197,DVision Architecture S.r.l. (DVA),48.94,2577,8513,Costruzione e ingegneria,Lombardia,,https://dvisionarchitecture.com
198,Arcipelago S.c.p.A.,48.723,18239,59997,Energia e servizi pubblici,Trentino-Alto Adige,,https://arcipelagoscpa.com
199,One Click Tiles S.r.l. (Onetile),48.48,1323,4331,Vendita al dettaglio,Lombardia,,https://www.onetile.it
200,Arpe Group S.r.l.,48.343,1376,4491,Consulenza manageriale,Lombardia,,https://www.arpegroup.it
201,Cava International S.r.l. Unipersonale,48.314,12915,42134,Logistica e trasporto,Liguria,,https://cavasrl.eu
202,Dog & Cat Megastore S.r.l.,48.273,1405,4580,E-commerce,Campania,,https://dogecatmegastore.com
203,Cam.Edil S.r.l.,48.181,791,2574,Macchinari e attrezzature,Sicilia,,https://www.camedil.net
204,Fattoretto S.r.l.,47.923,564,1826,Pubblicità e marketing,Veneto,,https://fattoretto.agency
205,Fae Technology S.p.A. SB,47.821,12201,39411,Produzione industriale,Lombardia,,https://fae.technology
206,Maco S.r.l.,47.675,3935,12673,Commercio all'ingrosso,Abruzzo,,http://macosrl.com
207,Gesco S.p.A. Unipersonale,47.635,8624,27749,Energia e servizi pubblici,Toscana,,https://gesco.energy
208,Gaia Emprise S.r.l.,47.328,1065,3407,"Servizi professionali, scientifici e tecnici",Basilicata,,https://www.gaiaemprise.com
209,BrandUp Group S.p.A.,47.227,1766,5634,"Servizi professionali, scientifici e tecnici",Marche,,https://brandupgroup.it
210,Agenzia Chimica Italiana S.r.l.,47.22,7463,23813,Prodotti chimici,Veneto,,https://agenziachimicaitaliana.it
211,Netalia S.r.l.,46.95,1461,4636,IT e software,Liguria,,https://www.netalia.it
212,Mint Italia S.r.l. (Mint Cool Cargo),46.746,1816,5740,Logistica e trasporto,Toscana,,https://www.mintitalia.com
213,Kiwi Digital S.r.l.,46.722,2489,7863,Pubblicità e marketing,Lombardia,,https://kiwidigital.it
214,CRMpartners S.r.l.,46.571,1025,3226,IT e software,Lazio,,https://www.crmpartners.it
215,Upline S.r.l.,46.329,2386,7477,"Servizi professionali, scientifici e tecnici",Lombardia,,https://www.up-line.it
216,Guzzini & Fontana Projects S.r.l.,46.201,1819,5684,Arredamento,Abruzzo,,https://guzziniefontana.it
217,NuBeTech S.p.A.,46.16,1420,4435,IT e software,Lombardia,,https://www.nubetech.it
218,Thruex S.r.l.,46.092,2706,8436,Logistica e trasporto,Lombardia,,https://thruex.com
219,Hyntelo S.r.l.,46.002,2039,6345,IT e software,Lazio,,https://hyntelo.com
220,Imaco S.p.A.,45.98,7810,24295,Costruzione e ingegneria,Lazio,,https://www.imacospa.com
221,Cicli Lombardo S.p.A.,45.891,11505,35724,Vendita al dettaglio,Sicilia,,https://www.lombardobikes.com
222,AS Labruna S.r.l.,45.855,8919,27675,Macchinari e attrezzature,Puglia,,https://www.aslabruna.it
223,The Information Lab Italia S.r.l.,45.236,3001,9192,IT e software,Lombardia,,https://www.theinformationlab.it
224,Corset&Co S.r.l.,45.036,6495,19815,Produzione industriale,Emilia-Romagna,,https://corset-co.it
225,B&T Management S.r.l. (Mutika),45.023,6106,18624,Ospitalità e viaggi,Sicilia,,http://www.mutika.it
226,Alta Costruzioni S.r.l.,44.819,1154,3506,Costruzione e ingegneria,Puglia,,https://www.altacostruzioni.it
227,Farmed S.r.l.,44.805,4196,12742,"Prodotti farmaceutici, biotecnologie e scienze della vita",Campania,,https://www.farmedinternational.com
228,Booster Box S.r.l.,44.749,1628,4938,Pubblicità e marketing,Toscana,,https://www.boosterboxdigital.com
229,Pasqualone S.r.l.,44.698,2365,7166,Macchinari e attrezzature,Calabria,,https://pasqualone.linde-mh.it
230,Serre S.r.l.,44.649,6227,18846,Cibo e bevande,Veneto,,https://proseccoserre.com
231,Suedtirolnet S.r.l.,44.618,881,2665,Media e telecomunicazioni,Trentino-Alto Adige,,https://www.suedtirolnet.it
232,Reparo S.r.l. (Latterie di Sardegna®),44.581,10904,32953,Cibo e bevande,Sardegna,,https://www.latteriedisardegna.com
233,Leone S.r.l.,44.523,17107,51639,Smaltimento rifiuti & riciclo,Puglia,,https://www.leonemetalli.com
234,Aksilia S.r.l.,44.49,575,1734,Consulenza manageriale,Lombardia,,https://aksiliagroup.com
235,Willo S.r.l.,44.322,516,1551,IT e software,Puglia,,https://www.willo.it
236,Voto Group S.r.l.,44.307,1448,4350,Costruzione e ingegneria,Campania,,https://www.votogroup.it
237,Stella Group S.p.A.,44.305,9474,28468,Commercio all'ingrosso,Veneto,,https://stelbi.it
238,ARS S.r.l. (Ars Automation),44.271,1963,5895,Macchinari e attrezzature,Toscana,,https://www.arsautomation.com
239,Solarplay S.r.l.,44.086,9037,27033,Energia e servizi pubblici,Veneto,,https://www.solarplay.it
240,Walliance S.p.A.,44.069,697,2083,"Fintech, servizi finanziari e assicurazioni",Trentino-Alto Adige,,https://www.walliance.it
241,Sertec Engineering Consulting S.r.l.,43.801,1206,3585,Costruzione e ingegneria,Piemonte,,https://sertec-engineering.com
242,Heca S.r.l. Unipersonale,43.387,615,1814,"Fintech, servizi finanziari e assicurazioni",Abruzzo,,https://www.hecamga.it
243,Fifth Beat S.r.l.,43.272,1786,5253,IT e software,Campania,,https://fifthbeat.com
244,The Italian Sea Group S.p.A.,43.215,100321,294684,Produzione industriale,Toscana,,https://theitalianseagroup.com
245,Revo Costruzioni S.r.l.,43.146,2993,8778,Costruzione e ingegneria,Lombardia,,https://www.revocostruzioni.com
246,Horizon Technology Group S.r.l.,42.858,2722,7937,Costruzione e ingegneria,Lazio,,https://www.horizontg.com
247,Giglio.com S.p.A.,42.581,17633,51112,E-commerce,Lombardia,,https://www.giglio.com
248,Integra S.r.l.,42.364,551,1589,Produzione industriale,Lombardia,,https://www.integra-automation.it
249,Gusti d'Italia S.r.l.,42.04,2531,7253,Cibo e bevande,Piemonte,,https://gustiditalia.com
