RANK,AZIENDA,TASSO DI CRESCITA,RICAVI 2020,RICAVI 2023,SETTORE,REGIONE,PRESENZE,SITO WEB
491,Kolinpharma S.p.A.,24.015,8603,16409,"Prodotti farmaceutici, biotecnologie e scienze della vita",Lombardia,0,https://www.kolinpharma.com
492,M&W Veronesi e Associati S.r.l. STP,23.973,2030,3868,"Servizi professionali, scientifici e tecnici",Emilia-Romagna,1,https://mwassociati.it
493,Union Energy Group S.r.l. (UEG),23.952,65697,125115,Energia e servizi pubblici,Lombardia,4,https://www.unionenergygroup.it
494,Sergio Bassan S.r.l.,23.924,55112,104886,Commercio all'ingrosso,Veneto,2,https://www.bassan.com
495,Sottobosco Paoli,23.858,1893,3596,Cibo e bevande,Trentino-Alto Adige,0,https://www.sottoboscopaoli.it
496,Larus Business Automation S.r.l.,23.857,2623,4983,IT e software,Veneto,0,https://larus-ba.it
497,Agaton S.r.l.,23.846,4238,8050,"Prodotti farmaceutici, biotecnologie e scienze della vita",Campania,0,https://www.agaton.info
498,Lorusso Arredamenti S.r.l.,23.777,3397,6442,Arredamento,Puglia,0,https://www.lorussoarredamenti.com
499,Geatop S.r.l.,23.732,1773,3358,"Servizi professionali, scientifici e tecnici",Piemonte,3,https://geatop.it
500,HPM Hydraulic Performance Machines S.r.l.,23.725,8939,16931,Macchinari e attrezzature,Marche,0,https://www.hpmitaly.com
501,Center Lift S.r.l.,23.61,2745,5184,Costruzione e ingegneria,Trentino-Alto Adige,0,https://www.centerliftsrl.com
