RANK,AZIENDA,TASSO DI CRESCITA,RICAVI 2020,RICAVI 2023,SETTORE,REGIONE,PRESENZE,SITO WEB
88,Sagitta SGR S.p.A.,92.192,889,6313,"Fintech, servizi finanziari e assicurazioni",Lombardia,1,https://www.sagittasgr.it
89,Revo Costruzioni S.r.l.,91.26,2089,14618,Costruzione e ingegneria,Lombardia,2,https://revocostruzioni.com
90,Tecnica Group S.r.l.,90.854,569,3952,Energia e servizi pubblici,Veneto,1,https://www.tecnicagroup.eu
91,M.T. Energy S.r.l.,90.754,3888,26986,Produzione industriale,Lombardia,0,https://www.mtenergysrl.com
92,Cruciat S.r.l.,90.747,303,2104,Produzione industriale,Friuli-Venezia Giulia,0,n/a
93,We Exhibit S.r.l.,90.669,889,6159,Tempo libero e divertimento,Veneto,2,https://www.weexhibit.biz
94,Ecotek S.r.l.,89.761,4527,30932,Energia e servizi pubblici,Lombardia,5,https://eco-tek.it
95,Conal Service S.r.l. (Formaggi Terre Sarde),88.803,1377,9270,Cibo e bevande,Sardegna,1,n/a
96,Beentouch S.r.l.,98.302,324,2529,IT e software,Sicilia,0,https://beentouch.com
97,Darwin Technologies S.r.l.,88.505,891,5970,IT e software,Sicilia,0,https://www.darwintechnologies.it
98,Teicos Ue S.r.l.,88.379,7164,47891,Costruzione e ingegneria,Lombardia,3,https://www.teicosgroup.com
99,Greentech S.r.l.,87.713,256,1690,Costruzione e ingegneria,Veneto,0,https://www.greentechservice.it
100,ItalianGres S.r.l.,87.695,562,3713,Arredamento,Emilia-Romagna,0,https://www.italiangres.com
101,Costruzioni Iannini S.r.l.,87.583,7841,51752,Costruzione e ingegneria,Abruzzo,0,http://www.gruppoiannini.it
102,Ricehouse S.r.l. SB,87.562,353,2327,Costruzione e ingegneria,Lombardia,0,https://www.ricehouse.it
103,Gecopra S.r.l.,87.426,2783,18321,IT e software,Campania,0,https://gecopra.it
104,EngUp Engineering S.r.l.,87.358,287,1885,Costruzione e ingegneria,Lombardia,0,https://www.engup.it
105,G&P Intech S.r.l.,87.193,3007,19727,Costruzione e ingegneria,Veneto,0,https://www.gpintech.com
106,Versounico S.r.l. (Bonum),86.558,1141,7407,Commercio all'ingrosso,Piemonte,0,https://www.bonum.live
107,I.O.V.E.S. S.p.A.,86.201,2062,13309,Abbigliamento e moda,Veneto,0,https://www.ioves.com
108,Casta Diva Group S.p.A.,85.704,17411,111507,Pubblicità e marketing,Lombardia,0,https://www.castadivagroup.com
109,Longevity S.p.A. (The Longevity Suite),85.539,1446,9238,Servizi sanitari e sociali,Lombardia,0,https://thelongevitysuite.com
110,NEWU S.r.l.,85.317,308,1957,Pubblicità e marketing,Lazio,0,https://www.newu.it
111,G.R. Costruzioni S.r.l.,84.691,793,4993,Costruzione e ingegneria,Lazio,1,https://www.grcostruzionisrl.it
112,Elettro A.M. S.a.s. Ardian Mezini & Co,84.484,1206,7575,Produzione industriale,Trentino-Alto Adige,2,http://www.elettroam.it
113,Southenergy S.r.l.,83.042,760,4659,Energia e servizi pubblici,Puglia,1,https://www.southenergy.it
114,Baroni S.r.l. (Baroni Home),82.957,1531,9378,E-commerce,Toscana,2,https://baronihome.it
115,Innonation S.r.l.,82.859,515,3151,IT e software,Sicilia,0,https://www.innonation.it
116,Ecologia Sannita S.r.l.,82.372,500,3030,Smaltimento rifiuti & riciclo,Campania,1,https://www.ecologiasannita.it
117,Speri Società di Ingegneria e Architettura S.p.A.,82.298,6704,40615,Costruzione e ingegneria,Lazio,1,https://www.sperispa.com
118,Consorzio Art.E.A. Alto Vicentino,82.234,1840,11137,Costruzione e ingegneria,Veneto,2,https://www.consorzioartea.it
119,Crea Energia S.r.l.,81.364,1559,9302,Energia e servizi pubblici,Emilia-Romagna,0,https://www.creaenergia.net
120,Antares Energia S.r.l.,81.231,3190,18987,Energia e servizi pubblici,Lazio,0,https://www.antaresenergia.it
121,Brocchetta S.r.l.,80.936,379,2242,Cibo e bevande,Piemonte,0,https://www.brocchettafood.com
122,Master Group S.r.l.,80.926,3541,20970,Media e telecomunicazioni,Lombardia,2,https://master-dealer.it
123,Soplaya S.p.A.,80.542,1275,7503,Cibo e bevande,Friuli-Venezia Giulia,0,https://soplaya.com
124,INIX Group Italia S.r.l.,79.941,571,3326,IT e software,Lombardia,0,https://www.inixgroup.com
125,Aton Green Storage S.p.A.,79.827,7197,41855,Macchinari e attrezzature,Emilia-Romagna,0,https://www.atonstorage.com
126,Teamservice S.r.l.,79.638,1959,11356,IT e software,Abruzzo,2,https://tsv.it
127,Cormatex S.r.l.,79.328,3269,18850,Macchinari e attrezzature,Toscana,0,https://www.cormatex.it
128,4Energy S.r.l.,79.235,1118,6439,"Servizi professionali, scientifici e tecnici",Marche,1,https://www.4-energy.it
129,U.G.A. Nutraceuticals S.r.l.,79.002,5878,33713,"Prodotti farmaceutici, biotecnologie e scienze della vita",Umbria,1,https://uganutraceuticals.com
130,Percinque S.r.l.u.,78.201,750,4243,Consulenza manageriale,Veneto,1,https://percinque.com
131,Energetic Efficiency S.r.l.,78.173,1346,7613,Costruzione e ingegneria,Sicilia,0,https://energeticefficiency.com
132,Studio Ekó S.r.l.,77.881,1484,8350,Costruzione e ingegneria,Molise,3,https://www.studioeko.biz
133,Brand S.r.l.,76.543,727,4001,Costruzione e ingegneria,Toscana,0,https://www.brand-srl.it
134,Edileco Soc. Coop.,76.023,5949,32443,Costruzione e ingegneria,Valle d'Aosta,0,https://www.edileco.org
135,Blu Appalti S.r.l.,75.118,1775,9532,Costruzione e ingegneria,Abruzzo,2,https://www.bluappalti.it
136,ACBC S.r.l.,74.746,2290,12221,Abbigliamento e moda,Lombardia,0,https://acbc.com
137,Di Remigio Costruzioni S.r.l.,74.722,711,3790,Costruzione e ingegneria,Abruzzo,0,https://diremigiocostruzioni.it
138,221e S.r.l.,74.634,376,2001,IT e software,Veneto,0,https://www.221e.com
139,BitQ s.r.l.,74.107,2215,11691,IT e software,Lombardia,0,https://www.bitq.biz
140,Edilenergia S.r.l.,74.076,1858,9801,Costruzione e ingegneria,Abruzzo,2,https://www.edilenergiasrl.it
141,Sertec Engineering Consulting S.r.l.,73.051,1305,6762,Costruzione e ingegneria,Piemonte,1,https://sertec-engineering.com
142,CreationDose S.r.l. SB,72.878,402,2078,Pubblicità e marketing,Sicilia,0,https://creationdose.com
143,Isoterma S.r.l.,72.283,5538,28320,Costruzione e ingegneria,Lombardia,2,https://www.isoterma.it
144,Smart Eventi S.r.l.,71.337,885,4453,Pubblicità e marketing,Lombardia,0,https://www.smarteventi.it
145,SP Group S.r.l.,71.218,4331,21741,Costruzione e ingegneria,Friuli-Venezia Giulia,0,https://www.spgroupsrl.com
146,Mare20 S.r.l.,70.775,963,4795,Ospitalità e viaggi,Lombardia,0,https://www.mare20.it
147,Italiana Facility Management S.p.A.,70.56,7349,36465,Energia e servizi pubblici,Lazio,0,https://www.ifmspa.eu
148,Ninesquared S.r.l.,70.282,393,1939,Abbigliamento e moda,Trentino-Alto Adige,0,https://ninesquared.team
149,HNH Hospitality S.p.A.,70.244,21435,105764,Ospitalità e viaggi,Veneto,0,https://www.hnh.it
150,Pinsami S.r.l.,70.061,4892,24060,Cibo e bevande,Emilia-Romagna,3,https://www.pinsami.it
151,Cianciolo Group S.r.l.,69.9,3082,15117,Produzione industriale,Sicilia,0,https://www.cianciologroup.it
152,Steelhome S.r.l.,69.492,996,4848,Costruzione e ingegneria,Veneto,1,https://www.steelhome.it
153,Safety Job S.r.l. SB,68.679,411,1973,IT e software,Lombardia,0,https://sikurogroup.com
154,Gesco S.p.A. Unipersonale,68.605,5798,27791,Energia e servizi pubblici,Toscana,1,https://gesco.energy
155,Jungle S.r.l.,67.065,1339,6245,Pubblicità e marketing,Lombardia,0,https://wearejungle.com
156,Eviso S.p.A.,66.868,48568,225666,IT e software,Piemonte,5,https://eviso.ai
157,Skills Consulting S.r.l.,66.596,994,4594,Formazione,Campania,1,https://www.skills.it
158,Elettro D S.r.l.,66.405,885,4077,Energia e servizi pubblici,Toscana,0,https://elettrod.it
159,Cridav Italia S.p.A.,66.049,1772,8113,Energia e servizi pubblici,Toscana,1,https://cridavitalia.it
160,Suncity Group S.r.l.,65.996,14490,66279,Energia e servizi pubblici,Abruzzo,2,https://www.suncityitalia.com
161,Italiana Energia S.r.l.,65.427,1526,6907,Energia e servizi pubblici,Campania,0,https://www.italianaenergia.it
162,Happily S.r.l. Società Benefit,65.408,391,1772,"Servizi professionali, scientifici e tecnici",Lombardia,0,https://happily-welfare.it
163,C. Costruzioni S.r.l.,65.045,2226,10009,Costruzione e ingegneria,Basilicata,0,https://www.ccostruzionisrl.it
164,Barberino S.r.l. SB,64.88,944,4230,Vendita al dettaglio,Lombardia,0,https://barberinosworld.com
165,GI Costruzioni S.r.l.,64.553,6111,27230,Costruzione e ingegneria,Marche,0,https://www.gicostruzioni.com
166,VisMederi S.r.l.,64.294,5985,26540,"Prodotti farmaceutici, biotecnologie e scienze della vita",Toscana,1,https://www.vismederi.com
167,Whoosnap S.r.l. (Insoore),64.023,836,3689,"Fintech, servizi finanziari e assicurazioni",Lazio,1,https://www.insoore.com
168,Rifo S.r.l. (Rifò),63.858,647,2846,Abbigliamento e moda,Toscana,1,https://rifo-lab.com
169,NRG MED S.r.l.,63.837,3598,15825,Energia e servizi pubblici,Abruzzo,0,https://nrg-med.com
170,HF S.r.l. (Accaeffe Building Solutions),63.461,1637,7151,Costruzione e ingegneria,Lombardia,2,https://accaeffe.it
171,Italianway S.p.A.,62.329,2792,11944,Ospitalità e viaggi,Lombardia,0,https://www.italianway.house
172,Nurjana Technologies S.r.l.,62.323,684,2923,Aerospaziale e difesa,Sardegna,0,https://www.nurjanatech.com
173,Nplus S.r.l. (Vittorio Structural Health Monitoring),61.33,2588,10869,Costruzione e ingegneria,Trentino-Alto Adige,0,https://www.nplus.it
174,IT Centric S.p.A.,61.186,3606,15099,IT e software,Campania,2,https://itcentric.it
175,EPIL POINT Italia S.r.l.,60.813,1503,6252,Vendita al dettaglio,Campania,0,https://epilpoint.it
176,Oropallo Giuseppe S.r.l. (Oroil Carburanti),60.597,1977,8188,Vendita al dettaglio,Campania,0,n/a
177,Sistec S.r.l.,60.401,4616,19050,IT e software,Puglia,0,https://sistecsrl.com
178,GS Service S.r.l. (GS Green Solar),60.383,2087,8608,Energia e servizi pubblici,Lombardia,3,https://www.green-solar.it
179,Tecnicar S.r.l.,59.915,829,3391,Automotive,Lombardia,1,https://www.tecnicaritalia.it
180,Blue Ocean Finance S.p.A.,58.796,706,2827,Consulenza manageriale,Lazio,2,https://www.blueoceanfinance.it
181,S.F.R.E. S.r.l.,58.792,3005,12030,"Servizi professionali, scientifici e tecnici",Lombardia,0,https://sfre.it
182,Fenyx Italia S.r.l. (LEDdiretto.it),58.382,2229,8855,E-commerce,Puglia,2,https://www.leddiretto.it
183,Pirene S.r.l.,58.182,1516,6000,Pubblicità e marketing,Lombardia,3,https://www.pirene.it
184,Alba S.r.l.,57.401,3299,12866,Energia e servizi pubblici,Veneto,4,https://albaimpianti.it
185,UNGUESS S.r.l.,57.349,1455,5670,IT e software,Lombardia,0,https://unguess.io
186,Drop S.r.l. (Drop | e-business & love!),57.332,8273,32220,E-commerce,Marche,3,https://www.drop.it
187,Infisud S.r.l.,57.121,10622,41202,Costruzione e ingegneria,Sicilia,0,https://www.infisud.it
188,NuBeTech S.p.A.,56.987,1820,7040,IT e software,Lombardia,1,https://www.nubetech.it
189,Tresun S.r.l. (Chasing the sun),56.972,2220,8587,Energia e servizi pubblici,Sicilia,2,https://www.tresun.it
190,OEnergy S.p.A.,56.905,17559,67827,Energia e servizi pubblici,Lazio,0,https://oenergy.it
191,Stampasi S.r.l.,56.777,2544,9802,E-commerce,Lombardia,0,https://www.stampasi.it
192,IM-EL Osasio S.r.l.,56.684,3179,12229,Energia e servizi pubblici,Piemonte,0,https://www.imelosasio.it
193,Findynamic S.r.l.,56.465,919,3520,"Fintech, servizi finanziari e assicurazioni",Lombardia,1,https://www.findynamic.com
194,Global Biomedical Service S.r.l.,56.05,2389,9079,Servizi sanitari e sociali,Campania,0,https://www.gbsmed.it
195,Navello S.r.l.,55.938,2319,8794,Arredamento,Piemonte,0,https://navello.it
196,Italiana Trading Aerospace & Defense S.r.l.,55.739,1043,3939,Commercio all'ingrosso,Toscana,0,https://www.italianatrading.net
197,I.T.E. S.r.l.,55.533,5788,21779,Energia e servizi pubblici,Lazio,1,https://ite-srl.it
198,3Bee S.r.l.,55.366,892,3344,IT e software,Lombardia,0,https://www.3bee.com
199,Ideal Ceramiche di Giacomo La Russa S.r.l. (Tattahome),55.293,2624,9827,E-commerce,Sicilia,3,https://www.tattahome.com
200,Cos.Met. S.r.l. Fratelli Rubolino,54.831,6737,25005,Arredamento,Basilicata,1,https://www.cosmetgroup.it
201,InBagno S.r.l.,54.383,1683,6192,E-commerce,Campania,1,https://www.inbagno.it
202,MCR Conference S.r.l.,54.169,639,2340,Formazione,Toscana,0,https://www.mcrconference.it
203,Scuccato S.A. S.r.l.,53.721,2173,7892,Costruzione e ingegneria,Lazio,2,https://www.grupposcuccato.it
204,Heca Unipersonale S.r.l.,53.71,827,3003,"Fintech, servizi finanziari e assicurazioni",Abruzzo,1,https://www.hecamga.it
205,L'ABCD S.r.l.,53.55,957,3464,IT e software,Campania,0,https://www.labcd.it
206,OGA - One Generation Ahead S.r.l. (Tern Bicycles),53.219,3656,13151,Commercio all'ingrosso,Lombardia,1,https://www.ogasrl.com
207,IMACO S.p.A.,53.085,15203,54541,Costruzione e ingegneria,Lazio,1,https://www.imacospa.com
208,Netx64 S.r.l.,53.066,742,2661,IT e software,Veneto,0,https://www.netx64.com
209,Wellynx S.r.l.,52.764,1186,4228,Energia e servizi pubblici,Abruzzo,2,https://www.wellynx.com
210,Testbusters S.r.l.,52.635,2445,8696,Formazione,Lombardia,0,https://www.testbusters.it
211,SPI S.p.A.,52.344,12227,43233,Arredamento,Emilia-Romagna,0,https://www.spifinestre.it
212,One Italy S.r.l.,52.291,2500,8830,Beni immobili,Lombardia,0,https://www.oneitaly.net
213,Costa Edutainment S.p.A.,52.256,21345,75338,Tempo libero e divertimento,Emilia-Romagna,0,https://www.costaedutainment.it
214,Westrafo S.r.l.,52.196,22044,77714,Energia e servizi pubblici,Veneto,3,https://www.westrafo.com
215,Innovando S.r.l.,51.653,6136,21400,Smaltimento rifiuti & riciclo,Veneto,0,https://innovandotech.com
216,Business Changers S.r.l.,51.096,2982,10285,IT e software,Lazio,0,https://business-changers.it
217,Gest Project General Contractor S.r.l.,50.191,3229,10938,Costruzione e ingegneria,Piemonte,2,https://www.gestproject.com
218,Isoclean S.r.l. (L'evoluzione del pulito),49.952,4380,14768,Servizi sanitari e sociali,Abruzzo,2,https://www.isoclean.it
219,Powering S.r.l.,49.909,21934,73892,Macchinari e attrezzature,Puglia,0,https://www.poweringsrl.it
220,Sun-Times S.r.l.,49.888,2661,8960,Pubblicità e marketing,Lombardia,1,https://www.suntimes.it
221,Gruppo Wise SB S.r.l.,49.811,724,2433,Pubblicità e marketing,Lombardia,0,https://www.gruppowise.com
222,BDP S.r.l.,49.592,6148,20582,Costruzione e ingegneria,Lombardia,1,https://www.bdp-srl.it
223,Tecnoplast S.r.l.,49.413,26237,87515,Arredamento,Marche,1,https://www.tecnoplastinfissi.com
224,Calicantus S.r.l.,48.874,6965,22980,Pubblicità e marketing,Veneto,2,https://calicant.us
225,Arcipelago S.c.p.A.,48.87,35807,118139,Energia e servizi pubblici,Trentino-Alto Adige,1,https://arcipelagoscpa.com
226,F4 Ingegneria S.r.l. SB,48.751,1332,4385,Costruzione e ingegneria,Basilicata,0,https://www.f4ingegneria.it
227,Active Technologies S.r.l.,48.74,1150,3785,Produzione industriale,Emilia-Romagna,1,https://www.activetechnologies.it
228,Esco Gas S.r.l.,48.651,478,1569,Energia e servizi pubblici,Calabria,1,http://www.escogas.it
229,Mirror Production S.r.l.,48.534,1477,4839,Pubblicità e marketing,Toscana,1,https://www.mirror.it
230,RedAbissi S.r.l.,48.301,516,1683,IT e software,Piemonte,0,https://redabissi.com
231,Carbonteam S.r.l. Unipersonale,48.294,700,2283,Automotive,Piemonte,0,https://www.carbonteam.it
232,Huware S.r.l.,47.996,7361,23861,IT e software,Lombardia,0,https://huware.com
233,Storeis S.r.l.,47.982,1700,5508,Pubblicità e marketing,Veneto,2,https://storeis.it
234,Aeroporto Guglielmo Marconi di Bologna S.p.A.,47.943,33172,107414,Logistica e trasporto,Emilia-Romagna,0,https://www.bologna-airport.it
235,Intendo S.r.l.,47.845,474,1532,IT e software,Calabria,0,https://www.intendo.it
236,Masque S.r.l.,47.51,490,1573,Commercio all'ingrosso,Lombardia,0,https://masquemilano.com
237,I'Mprinting S.r.l.,47.483,8882,28493,IT e software,Lazio,2,https://www.imprinting.info
238,Ciocomiti S.r.l.,47.483,788,2528,Cibo e bevande,Trentino-Alto Adige,1,https://ciocomiti.com
239,T'a Milano S.r.l.,47.418,3921,12561,Cibo e bevande,Lombardia,0,https://tamilano.com
240,DS GLASS S.r.l.,47.043,8778,27907,Commercio all'ingrosso,Campania,0,https://www.dsglass.it
241,CO2save S.r.l.,46.703,1262,3986,Energia e servizi pubblici,Lombardia,2,https://www.co2save.it
242,Pilastro S.r.l.,46.607,3031,9550,Logistica e trasporto,Lazio,2,https://www.pilastrosrl.it
243,Monogrid S.r.l.,46.493,1369,4303,IT e software,Toscana,2,https://monogrid.com
